158139251,28000
165841067,60000
165361751,115000
164117640,140000
165863255,18000
164709012,18000
164698394,85000
165858655,80000
164196724,80000
166018225,80000
164544906,80000
165503427,85000
165797607,190000
151912959,100000
159714441,100000
165798811,190000
164353346,190000
163781069,100000
163925408,85000
164022185,100000
163744750,105000
164857179,80000
164044431,85000
161331858,85000
165718690,80000
157688778,85000
161197783,80000
165648230,80000
164937883,100000
163828377,200000
162149629,100000
164222244,179000
164779148,179000
165398191,179000
164871516,180000
164168567,179000
163726766,179000
165622888,179000
164117880,179000
163666550,179000
156339082,80000
163974572,80000
163591114,80000
165994425,80000
163497009,88000
164949772,100000
157560975,80000
164343844,85000
164477898,100000
163694740,100000
164937885,100000
165680393,105000
165842170,100000
165444048,100000
165503087,105000
165869069,80000
158565298,100000
165622864,100000
160597332,100000
164737433,100000
164013347,89999
165852163,85000
165957275,85000
162726602,100000
163492499,100000
165176490,87000
160580378,85000
165892404,80000
165959966,86000
165571868,85000
162252064,80000
163231908,80000
164007530,80000
165852161,85000
160580241,85000
160580186,80000
165959963,86000
165205995,85000
165622881,80000
162252062,80000
164343848,85000
165957271,85000
165176485,87000
165892403,80000
165622876,80000
165810806,95000
165957268,85000
164265931,85000
165205992,85000
157907877,85000
163038514,85000
165931572,85500
164752574,85000
165629887,85000
163709043,80000
165499248,80000
165969291,80000
154930523,85000
165930656,85000
156880765,80000
165952952,85000
165907414,80000
165365840,80000
165968690,85000
165718802,85000
165952826,85000
165245495,85000
166019223,80000
164706899,100000
165563630,100000
164694354,105000
158930730,100000
165633669,80000
165994577,80000
164610636,102000
166033100,105000
161393476,100000
165803939,100000
165687463,100000
165827678,100000
164972817,105000
165020622,100000
165800760,100000
165056724,100000
161476189,100000
165814000,100000
165713110,100000
165056725,100000
165056723,100000
164850857,105000
153653945,100000
165005053,100000
162597026,100000
165447060,105000
166002422,100000
18077824,100000
162268009,105000
158072280,100000
165806403,100000
161556226,100000
164747635,100000
161559279,100000
159489629,100000
158494209,100000
164290260,100000
165842169,100000
157907637,85000
165406574,100000
152067187,100000
165571859,85000
165444047,100000
163231902,80000
157949755,80000
157907553,80000
165951200,85000
159548528,83000
163540087,85000
163929393,80000
152813530,85000
165398505,80000
165802577,85000
165830716,85000
164007527,80000
165976618,80000
163571134,89000
165926514,80000
164359210,80000
165712973,80000
165309025,80000
159220423,80000
165796742,80000
166033978,100000
163078638,85000
165797407,80000
165350598,100000
165678325,100000
164279473,100000
164714702,100000
165852280,100000
151956383,100000
164805765,80000
163361142,100000
164700543,100000
164139208,105000
164008739,105000
164319943,100000
165943827,100000
165680395,105000
164477907,100000
160580475,100000
165842172,100000
165622869,100000
163694748,100000
165444053,100000
163875925,80000
165718974,80000
164937889,100000
164964452,89000
165526464,100000
162022775,80000
165833553,80000
162789977,80000
165864968,85000
158480566,85000
164288478,85000
160432984,80000
165938705,85000
165860981,85000
165890912,85000
165889945,85000
165770049,80000
164343842,85000
165678987,85000
164500791,80000
160685481,80000
159848740,80000
166020978,85000
164495761,170000
165948257,80000
158978533,175000
160568717,170000
164562940,170000
165460681,170000
162067826,175000
157010962,100000
164823545,105000
165927870,105000
162067124,175000
164823560,105000
165622893,179000
164777430,105000
163971722,100000
165714818,100000
165927872,105000
164620256,100000
165472509,100000
165304643,100000
163336325,100000
164247675,100000
152941457,100000
165453995,100000
154584276,100000
163236736,100000
163545980,100000
158399473,100000
159917032,100000
165953270,100000
165792761,100000
159030102,100000
165399439,105000
163744970,100000
140582060,107000
160738058,100000
165925210,105000
164272517,100000
165729416,100000
164591091,100000
165078067,109000
164396466,100000
162202347,100000
166020318,100000
165836907,105000
164102419,100000
162598474,100000
165000000,105000
164021614,100000
165415824,100000
154365943,100000
164255578,105000
165393136,100000
160319357,100000
165807106,100000
165393394,105000
165979425,100000
165037981,100000
163285909,100000
165894678,105000
159041737,100000
164836079,100000
164838739,100000
166017959,100000
165297280,100000
165326231,100000
165507086,100000
165326229,100000
165957930,100000
165080135,100000
164149669,100000
165980844,100000
165304202,100000
164620255,100000
164823373,100000
161894414,100000
159299336,100000
157360383,100000
163971717,100000
165521649,100000
159299333,100000
164777431,105000
156683672,105000
165444201,107000
165983978,100000
164231002,100000
160144792,100000
165474953,100000
164230935,100000
161925245,100000
165275193,100000
165295194,100000
165246641,100000
163615633,105000
163615631,105000
155684737,100000
164120515,100000
164613216,100000
160029101,100000
164611216,100000
163978410,100000
162891779,100000
165680392,105000
163538143,100000
157608436,100000
157971784,100000
162890287,100000
166030862,100000
162980130,100000
165003914,100000
165982353,100000
165312890,105000
165121067,100000
165411328,100000
157773993,100000
163321323,100000
165829497,100000
165359548,100000
165091693,100000
165829386,100000
164477862,105000
164061137,100000
165169608,100000
165829360,100000
165829495,105000
165829462,100000
159918893,100000
165968349,100000
165450080,100000
164808953,100000
165829450,100000
165246853,100000
165358186,170000
161221094,200000
161689322,200000
164539651,100000
164091703,170000
165197377,179000
162654478,190000
162779720,190000
162322289,190000
165409913,200000
164052488,190000
165868399,190000
158698722,190000
165256521,190000
158701978,190000
162775170,190000
158768107,190000
165954828,180000
161461983,190000
162971877,190000
166021473,80000
165281712,195000
164072071,85000
163920365,80000
160836853,89000
163920377,80000
164488308,85000
165678947,85000
159855710,87000
163927757,85000
163920535,80000
164279972,190000
163925151,80000
164595695,85000
163920300,85000
165194334,87000
165066906,85000
164365486,85000
163925368,80000
164911680,85000
163925136,80000
165886164,80000
164221654,85000
165198255,80000
163920205,85000
166006277,80000
163925612,80000
165855794,80000
163925554,85000
165606333,85000
162363491,80000
165912193,80000
164662406,80000
165364154,80000
165018318,80000
165911201,80000
164962799,80000
165595805,80000
163448132,85000
165977332,80000
165958445,80000
157075855,85000
165527910,80000
164983461,80000
163913475,85000
161606994,85000
158224449,80000
163616397,80000
163008348,80000
162326443,89999
156109790,80000
164977220,85000
165967476,80000
164599225,80000
165952187,80000
165499138,80000
164394103,85000
150614778,80000
158596221,85000
158584794,80000
166020316,89000
160221982,80000
165975775,84000
164118928,85000
165952965,80000
165950817,88000
165844901,80000
160576964,80000
166010465,84000
165571856,85000
165686874,80000
164397246,80000
164979583,84000
163285868,85000
164397247,80000
162360357,80000
165436052,85000
165102457,80000
155693572,85000
165949737,80000
165852438,85000
165906141,80000
162573207,80000
162769536,85000
164118577,89000
163976359,80000
165851104,83000
164856495,80000
165399061,85000
163038678,85000
164930671,85000
166019648,80000
165763692,85000
159351238,80000
165327429,80000
165205990,85000
164892861,80000
165866358,88000
165547825,80000
161399386,80000
166034596,80000
166034615,80000
165177206,80000
165946219,85000
164638095,85000
165716079,80000
165716130,80000
160781140,85000
165743001,80000
165843629,80000
160457745,80000
165393350,85000
158427060,80000
165784593,80000
163500953,80000
165636410,85000
164007526,80000
154691528,82000
165693096,85000
164543925,80000
164020634,80000
165122771,80000
165259507,85000
164483545,80000
165597820,85000
162312044,80000
165433677,85000
165855230,80000
160546272,85000
165345384,85000
164012081,85000
165040875,85000
163885766,85000
165393383,80000
165090595,80000
165927425,85000
164433665,80000
164383497,80000
165183110,80000
165323628,85000
160737091,85000
164164755,80000
164747395,85000
165892402,80000
165976644,80000
165460293,85000
162002532,85000
166023393,80000
165014029,80000
164375122,85000
162394066,85000
157043848,85000
165952160,85000
158789080,80000
164027598,85000
164444580,80000
154416766,80000
164121168,80000
165968576,85000
154785166,80000
165829504,80000
165829502,80000
165432212,80000
165522381,85000
165994504,80000
165522639,85000
165829472,85000
163545395,85000
162160115,80000
165053893,80000
164953389,80000
165437424,87000
166032382,80000
165522110,85000
160343503,85000
165996967,80000
165632634,80000
162776173,80000
165920443,85000
164610385,80000
158237045,80000
165722386,80000
159856630,85000
164837064,80000
165980552,80000
164562707,80000
161199725,85000
165984809,85000
165470790,87000
165022407,80000
166001066,85000
164844462,85000
164854733,85000
165022365,85000
154421292,80000
157907875,85000
165022409,80000
164890822,80000
165176484,87000
165358762,105000
164661026,80000
163372691,100000
165738364,85000
165391593,100000
161083439,89000
165687392,80000
164467405,100000
163285316,100000
164964447,100000
165511401,100000
164247550,100000
162777898,100000
165897457,100000
165501164,100000
163545570,100000
163236721,100000
154115171,100000
162459388,100000
164364407,100000
164286618,100000
165792459,100000
164044430,100000
164227629,100000
159551633,190000
164669735,195000
164259141,190000
139080932,190000
165687988,100000
158565296,100000
165354803,100000
164259145,190000
148026921,190000
148026922,190000
158430175,195000
164259147,190000
165251514,190000
165251515,190000
31454166,195000
155553415,195000
163236699,190000
164669733,195000
157065200,190000
164257161,190000
157065199,190000
162131981,190000
164257516,190000
163236698,190000
162131909,190000
161260492,190000
164810495,190000
165084215,190000
161843352,100000
164508314,100000
156144946,100000
163883581,100000
159041908,100000
165272298,105000
161482909,100000
165980558,100000
162943785,100000
164895482,100000
165698300,100000
165918138,100000
161423357,100000
165130384,100000
161344360,100000
165399847,100000
159714442,100000
149214303,105000
149213989,100000
166023186,105000
165995276,105000
163490844,100000
163788545,100000
155832872,100000
160613614,100000
165622861,100000
165090383,175000
158277667,170000
158084415,170000
165805684,170000
161751883,170000
165805689,170000
164935000,170000
160702945,170000
164935010,170000
165950676,170000
161751880,170000
161751886,170000
165479238,170000
164596995,175000
156791530,170000
163862502,170000
163747061,175000
156791409,170000
160580352,170000
164021150,170000
164021159,170000
164369160,170000
163644390,175000
164021151,170000
157907759,170000
161160938,170000
159145424,170000
161160937,170000
164369168,170000
161160935,170000
159145422,170000
155202093,170000
162602481,170000
165715483,170000
165949787,170000
151451011,175000
165715965,170000
162794942,170000
164544498,170000
148015719,170000
163653302,175000
165977829,170000
164596301,175000
161987399,175000
165829420,170000
164485897,170000
165829396,170000
165829380,170000
165829473,170000
165829206,170000
160201686,170000
147532019,170000
162096837,170000
165829488,179000
157200196,170000
161158660,170000
154267678,170000
165198336,170000
166003843,175000
165894564,170000
163947273,170000
157907758,170000
159410103,170000
158740217,170000
158194282,170000
161160582,170000
154725053,170000
160481750,170000
163034832,170000
154725054,170000
155118635,170000
158194286,170000
158194276,170000
159311643,170000
150514476,170000
165067251,170000
159311644,170000
158740216,170000
150514475,170000
31863408,170000
162555015,170000
165067250,170000
162871359,170000
164023547,170000
164773426,170000
165444212,170000
156745586,170000
34470102,170000
162394326,170000
164911292,170000
164369159,170000
161509338,100000
161052428,100000
32038734,100000
164863137,170000
164650109,100000
163008616,105000
164046014,170000
163693968,100000
158118681,100000
164845166,100000
165357919,108000
161885425,105000
165970779,100000
153493891,100000
165862750,100000
164881475,100000
165409056,100000
165256495,108000
161514561,100000
161460978,100000
165954759,100000
159173746,100000
163605607,100000
162920517,105000
165914905,100000
165723092,100000
163980740,100000
165435358,100000
30683621,190000
163697316,195000
160565463,100000
161260501,190000
165428384,195000
163697303,195000
164047751,195000
163927943,190000
161260496,190000
164776903,190000
164359879,190000
164253548,195000
164600239,190000
164599295,190000
164782631,190000
153934632,190000
164937944,100000
161401355,190000
165993976,190000
161528736,105000
165270764,100000
163697300,195000
165796380,100000
165858251,100000
163557671,199000
165697774,100000
165845905,100000
165521795,105000
165856090,100000
165175560,100000
164895573,105000
165846781,100000
165185731,100000
164027694,100000
164086209,100000
164429765,100000
165904079,100000
164653623,100000
165865988,105000
165207063,105000
164269447,100000
163666218,190000
164148079,100000
159409378,160000
157011558,160000
157011457,160000
158277644,160000
165652402,160000
157259358,160000
164494776,100000
159409377,160000
163920285,100000
153955857,160000
159347886,160000
157033914,100000
164955080,160000
154778943,160000
158697109,160000
156101203,165000
34430722,160000
165105909,160000
153955853,160000
165105913,160000
164509864,160000
165003048,160000
34430717,160000
165645681,160000
165925292,160000
151434228,160000
165105911,160000
164935247,160000
158697108,160000
162644753,160000
29908714,160000
158697110,160000
34775793,165000
151434227,160000
156757702,165000
165003047,160000
151434226,160000
156757703,165000
165645680,160000
34775803,165000
34775798,165000
164108927,160000
156101290,165000
